job_key,job_description,ats_score,ats_score_explanation,relevance_explanation,relevance_score,selection_chance
job_35,"Job Summary: Staff Software Engineer
Staff Software Engineer with verification
Zepto
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Our Story

Zepto is one of the fastest growing startups in India today. Just 6 months after launching, we've raised $160million from marquee investors in Silicon Valley and India. Our Founders, Aadit Palicha and Kaivalya Vohra, dropped out of Stanford University to build Zepto in India.

Together, theyve created an incredibly strong team, with Senior Executives from Uber, Flipkart,Dream11,Pepperfry, and Pharmeasy. The magic of Zepto is our ability to consistently deliver 3,000+ products in 10 minutes flat. It's the core of whatwe do, and the reason why weve been able to grow so fast with phenomenal customer love. Our mission issimple: to make 10-minute delivery the new normal.




Engineering @ Zepto

Building for scale, rapid iterative development, and customer-centric product thinking at each step define every day for a Zepto engineer. If building technology that impacts millions, brainstorming with some of the best minds in the country, executing at lightning speed, product-driven thinking, and owning your work from start to finish excites you, then Zepto is the right place for you.




Primary Responsibilities

 Write maintainable/scalable/efficient code.

 Design and architect technical solutions for the business problems of a very large e-commerce portal.

 Work in cross-functional team, collaborating with peers during entire SDLC.

 Follow coding standards, unit-testing, code reviews etc

 Follow release cycles and commitment to deadlines.




What Are We Looking For?

 6+ years of experience in building large scale applications or products.

 A Bring It On attitude; bias for action; self-driven, end-to-end ownership; entrepreneurial

 approach; focus on operational excellence; ability to work with ambiguity.

 Strong in problem solving skills, data structures and algorithms.

 Very good understanding of one or more of RDBMS/NoSQL/ Messaging/ Caching technologies.

 Excellent understanding of and coding skills in following technologies: Java

 B Tech/BE in Computer Science or equivalent from a reputed institution.




Why Join Us?

 Zepto is on a blitzscaling path unlike any other startup today.

 The opportunity to join Indias next Unicorn is rare. Given our very high hiring bar, we offer a very

competitive salary and substantial equity to create everlasting wealth for our early believers as the

company grows.",6,"The profile contains many relevant keywords like Python, Data Engineering, ETL, APIs, Cloud Platforms, Kafka, Airflow, and BigQuery. However, the absence of 'Java' is a significant drawback for ATS parsing, as it's a primary requirement. The formatting is clean, but the ATS might struggle to identify the seniority level without explicit 'Staff' experience.","Piyush has strong experience in Python development, distributed systems, and cloud platforms, which are relevant to building scalable e-commerce applications. However, the job explicitly requires Java expertise, which is not mentioned in Piyush's profile, and the ""Staff Software Engineer"" title implies a more senior role than his current ""Software Engineer III"" experience might fully align with.",7,6
job_29,"Job Summary: Software Development Engineer -II (Backend)
Software Development Engineer -II (Backend)
ZET
Bengaluru, Karnataka, India (On-site)
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About ZET: 




At ZET, we believe that passion fuels those who shape the world. Our team is on a mission to make a real impact by driving financial inclusion and accessibility across Bharat. With over 500 million online users in underserved regions, we are building an ecosystem that connects consumers to trusted financial solutions that were once out of reach. Empowered by technology and trust, we are making financial services more affordable and within reach for the next billion Indians.

Through our ZET platform (B2C), we focus on empowering individuals, especially those new to credit (NTC) or with low credit scores, to build and improve their CIBIL scores. One of our key offerings is the Magnet FD Credit Card, co-branded with SBM. The Magnet card plays a pivotal role in helping users from Tier 2, 3, and 4 cities boost their credit scores. By providing insights & solutions into their creditworthiness, consumers are empowered to make informed financial decisions, unlocking opportunities for loans, mortgages and greater financial stability.

On our ZET Partner (B2B) platform, we connect communities in Tier 3 and 4 cities to a wide network of financial brands and credit products. By leveraging a trusted network of agents, we bridge the gap between consumers and top banks, making financial services more accessible and tailored to the specific needs of these underserved markets. 

Raising $13M in our series A funding in March 2022, we are proud to be backed by General Catalyst, Nexus, Sequoia Surge, Waterbridge and other leading Angel Investors. Starting with only two in 2019, we are now a workforce of high spirited people diligently striving to enable fintech for Bharat.







Problems we are solving




Lack of Awareness: Many consumers, especially those in Tier 3/4 cities, are unaware of how to improve their CIBIL score and the credit solutions available for the same.
Reaching Bharat: Consumers in Tier 3 & 4 cities often struggle to access essential financial services and opportunities due to limited reach and availability from financial institutions and banks.
Trust: The trust deficit in rural areas hinders the adoption of modern fintech solutions, creating barriers to financial inclusion.







The rise of ZET




April 2019, Founded by Manish Shara & Yash Desai
August, 2020, Raised Seed Funding led by Waterbridge Ventures
July 2021, Raised $5 M led by Sequoias Surge, Nexus Venture Partners & renowned Angel investors.
March 2022, Raised $13M in Series A round led by General Catalyst & renowned Angel investors.







Angel Investors who trust our mission




Kunal Shah - Co Founder, CRED
Kalyan Krishnamurthy- CEO Flipkart
Harshil Mathur - Co Founder, Razorpay
Vidit Aatrey - Founder & CEO, Meesho
Sujeet Kumar - Co Founder, Udaan
Lalit Keshre - CEO, GROWW
Gaurav Munjal - Co-founder & CEO, Unacademy
Aakrit Vaish - Co-founder & CEO, Haptik
Jitendra Gupta - Founder, Jupiter
Amrish Rau - CEO PineLabs
Gokul Rajaram - Product & Business, Doordash







Why ZET




High-end Technology
Make in India
Accelerated Growth
Build for next Billion users
Fast pace & Innovation
Opportunity to Thrive




Software Development Engineer -II (Backend) 




Responsibilities:

You will own the entire application lifecycle including research, design, development, along with continuous deployment and delivery
You will act as a mentor through both your technical knowledge and bring in continuous improvements and implement best practices.
You will apply the latest technology thinking from our tech radar, adopt best design practices to solve complex problems and ensure our product is the best in usability.
You will work directly with the cross functional product teams, align on the needs of the products and operations.
You will analyze business, technology challenges and suggest solutions




This opportunity is for you if,

You have 3+ years of work experience in building highly-interactive applications using object oriented programming languages like Java, Spring Boot along with MySQL and AWS.
You have experience in working with Restful web services.
You have strong knowledge and understanding of design patterns and domain driven design.
You understand fundamental design principles behind building scalable, resilient, and maintainable applications.
You have a knack for writing clean, readable, re-usable code.
You have good knowledge on TDD and CI/CD practices.
You have penchant for learning
You are a great analytical & logical thinker and someone who loves solving problems
You are passionate, energetic, enthusiastic and a go-getter
You are  FUN @ Work ",9,"Piyush's resume is highly ATS-friendly. It clearly lists relevant keywords like Python, Flask, Django, PySpark, Kafka, Airflow, BigQuery, Azure, GCP, REST APIs, CI/CD, and system design. The formatting is clean and uses bullet points effectively, making it easy for an ATS to parse. His strong technical skills section and detailed work experience descriptions will likely result in a high keyword match.","Piyush's profile aligns well with the job description, particularly his experience in Python development, distributed computing, and cloud platforms. His work at Walmart on data lakehouse platforms and event-driven services directly relates to backend development and building scalable applications. The fintech focus of Zet is also a good match for his experience in fintech domains.",8,8
job_36,"Job Summary: Python Developer (ML)
Python Developer (ML)
MResult
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Easy Apply 

 Job Details: About the job

Job Role: Python Developer - ML 

Location: Bangalore/Mangalore - Hybrid 

Type: Full-Time




Why MResult?

Founded in 2004, MResult is a global digital solutions partner trusted by leading Fortune 500 companies in industries such as pharma & healthcare, retail, and BFSI. MResults expertise in data and analytics, data engineering, machine learning, AI, and automation help companies streamline operations and unlock business value. As part of our team, you will collaborate with top minds in the industry to deliver cutting-edge solutions that solve real-world challenges.




Website: https://mresult.com/ 




What We Offer:

At MResult, you can leave your mark on projects at the worlds most recognized brands, access opportunities to grow and upskill, and do your best work with the flexibility of hybrid work models. Great work is rewarded, and leaders are nurtured from within. Our values  Agility, Collaboration, Client Focus, Innovation, and Integrity  are woven into our culture, guiding every decision.




What This Role Requires 

We are looking for a skilled and motivated Python Developer to join our dynamic team. The ideal candidate should have 3-5 years of experience in software development with a strong background in building production-grade Python applications. Additionally, hands-on expertise in Streamlit for developing interactive web applications is crucial. This role also requires a basic understanding of Machine Learning concepts and proficiency in working with Pandas, NumPy, and Scikit-learn. The selected candidate will be responsible for developing, deploying, and maintaining robust, scalable Python solutions with a focus on data-driven applications and interactive dashboards. 




Here is what you will do: 

 Develop, test, deploy, and maintain high-quality Python code for production environments.

 Design and build interactive web applications and dashboards using Streamlit. 

 Perform data manipulation, cleaning, and analysis using Pandas and NumPy. 

 Implement and work with basic ML models using Scikit-learn for classification, regression, or clustering tasks. 

 Write efficient, well-documented, and maintainable code. 

 Participate in code reviews and contribute to a collaborative development environment. 

 Troubleshoot, debug, and upgrade existing systems as needed. 

 Hands-on experience with Docker and Kubernetes (AWS EKS) is preferred.




Key Skills to Succeed in This Role: 

 Strong expertise in Python programming. 

 Experience with Streamlit for creating interactive applications. 

 Knowledge of Machine Learning fundamentals. 

 Proficiency in Pandas, NumPy, and Scikit-learn. 

 Familiarity with Docker and Kubernetes (AWS EKS) is a plus. 

 Ability to write clean, efficient, and scalable code. 

 Strong problem-solving and analytical skills. 

 Excellent communication and team collaboration skills.




Manage, Master, and Maximize with MResult 

MResult is an equal-opportunity employer committed to building an inclusive environment free of discrimination and harassment. Take the next step in your career with MResult  where your ideas help shape the future.",8,"Piyush's resume is well-structured and uses relevant keywords such as Python, Data Engineer, ETL, REST APIs, CI/CD, Pandas, PySpark, Docker, Kafka, Airflow, Azure, GCP, and BigQuery. These directly match many of the job's requirements. The inclusion of a specific ML project also helps. The formatting appears clean and ATS-friendly, making it likely to parse well.","Piyush has a strong Python background and experience with data engineering tools, which aligns well with the job's core requirements. While the job emphasizes ML and Streamlit, which are not explicitly highlighted in Piyush's profile, his experience with data processing, building scalable applications, and exposure to ML concepts in a project suggest a good potential fit. The primary gap is direct experience with Streamlit and a deeper focus on ML model development.",7,7
job_38,"Job Summary: Software Engineer Backend (SDE 2)
Software Engineer Backend (SDE 2)
Arcana
Bangalore Urban, Karnataka, India (On-site)
3 school alumni work here
3 Indian Institute of Technology (Banaras Hindu University), Varanasi school alumni work here
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Join our dynamic team at the forefront of cutting-edge technology as we seek a seasoned Senior Backend Engineer. Embark on a journey where your deep-rooted expertise in computer science fundamentals, alongside an intricate understanding of data structures, algorithms, and system design, becomes the cornerstone of innovative solutions. This pivotal role not only demands your proficiency in developing and elevating compute and I/O-intensive applications but also ensures their peak performance and unwavering reliability.




Responsibilities:

Architect, refine, and escalate the capabilities of complex backend systems using Python, with a laser focus on efficiency, durability, and scale.
Elevate application performance, optimizing for speed, scalability, and resource allocation.
Forge robust methodologies to manage high concurrency and vast data volumes, setting new industry benchmarks.
Collaborate intimately with engineering and product peers to crystallize requirements into resilient, scalable architectures.
Demonstrate proficiency with advanced storage solutions and databases like Redis, PostgreSQL, and ClickHouse, enhancing system integrity.
Champion coding excellence, testing rigor, and deployment precision, driving best practices across the development lifecycle.

Requirements:

Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Minimum of 2 years of experience in backend development with Python in a production environment.
Proven experience in scaling compute and I/O-intensive applications.
Strong foundation in computer science, with a deep understanding of data structures, algorithms, and system design principles.
Experience in handling concurrent requests at scale and optimizing large-scale systems for performance and reliability.
Familiarity with database technologies such as Redis, PostgreSQL, and ClickHouse.
Experience in the financial sector, particularly in developing fintech applications or systems, is a plus.
Solid understanding of software development life cycle, continuous integration, and continuous delivery (CI/CD) practices.

Excellent problem-solving abilities and strong communication skills.",9,"Piyush's resume is ATS-friendly. It uses clear headings, bullet points, and prominently features keywords like 'Python', 'backend', 'data structures', 'algorithms', 'system design', 'CI/CD', 'PostgreSQL', and 'Flask/Django'. The technical skills are well-organized, and the experience section details relevant technologies and accomplishments.","Piyush's profile is highly relevant to this backend SDE 2 role. His experience as a Software Engineer III and II at Walmart Global Tech, focusing on Python, distributed computing, data pipelines, and system design, directly aligns with the job's requirements. The mention of fintech experience as a plus further strengthens the match.",9,9
job_40,"Job Summary: Software Engineer (Backend / AI)
Software Engineer (Backend / AI)
Raven
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Us

Raven is a YC-backed startup (S22) building AI assistants for manufacturing plants. Were taking decades of manufacturing expertise and combining it with AI to solve real operational problems. Backed by top VCs, were a small, focused team working to make industrial operations safer, smarter, and more efficient. Were based in Bangalore, building for teams that work in some of the toughest environments.




What Youll Work On

This is a core technical role focused on building AI-native applications and agents for manufacturing workflows. Youll:

Build Python/Go backend services that integrate tightly with AI systems.
Help improve multi-modal pipeline infrastructure that handle P&IDs, SOPs, sensor data, and technical documents.
Build agent memory systems using knowledge graphs and event timelines.
Architect AI orchestration layers for decision making workflows from structured/unstructured plant data.
Rapidly prototype new AI workflows and deploy in real-world plant environments.




Who Were Looking For

24+ years experience building production systems.
Strong Python/Go skills, familiar with LLMs, embeddings, vector stores.
Interest in owning problems and figuring out solutions
Deep interest in owning problems end-to-endfrom exploring the solution space to deploying working systems in production.
Comfortable working in ambiguity, iterating fast, and shipping real-world value.

Bonus: Youve worked in a startup before and are comfortable wearing multiple hats.




Why Join Us 

Were not just building one-off toolswere building core systems that empower plant teams to make faster, safer decisions. This is about creating systems that process complex, scattered information and make it accessible in seconds.




Heres what we offer:

Impact: Be one of the first hires and shape the product, culture, and direction of the company. Ownership: Were offering 0.1-1% equity because this should feel like your company too.

Focus: This is a chance to work on deep, meaningful problems that directly affect real-world outcomes in safety and efficiency.




We believe in working together in person, especially at this stage of the company. Fast iteration and collaboration matter, and being in the room together makes a difference.",9,"Piyush's resume is rich with keywords directly matching the job description, such as 'Python', 'backend services', 'data pipelines', 'cloud platforms', 'distributed computing', and 'system design'. The formatting is clean and professional, making it easy for an ATS to parse. The inclusion of specific technologies like Kafka, Airflow, and BigQuery further strengthens keyword density.","Piyush has a strong background in Python development and data engineering, which aligns well with the job's focus on building backend services and AI-native applications. His experience with distributed systems, cloud platforms, and data pipelines is highly relevant. While the job mentions Go and AI-specific technologies like LLMs and vector stores, which aren't explicitly detailed in Piyush's profile, his core skills provide a solid foundation.",8,8
job_37,"Job Summary: Python Full Stack Engineer
Python Full Stack Engineer with verification
InfoBeans
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job title - Python Django Full Stack Engineer - Senior Developer 

Job location- Indore/ Pune/Chennai/Bangalore ( Hybrid )

Experience Required - 10+ Years 




Job Description : 

Python Django Developer with React and Azure/AWS Exposure




Responsibilities

Develop highly scalable applications in Python/Django framework and Azure/AWS experience

Create and deploy applications in azure environment with various interconnected Azure components.

Understand and enhance front-end applications using React JS, HTML5 and CSS3.

Identify and fix bottlenecks that may arise from inefficient code.

Knowledge of user authentication and authorization between multiple systems, servers and environments.

Ensure that programs are written to the highest standards (e.g., Unit Tests) and technical specifications.

Documentation of the key aspects of the project.

Ability to collaborate on projects and work independently when required.




Qualifications

7+ years of prior experience as a developer in the required technologies

Solid organizational skills, ability to multi-task across different projects

Experience with Agile methodologies

Skilled at independently researching topics using all means available to discover relevant information

Ability to work in a team environment

Excellent verbal and written communication skills

Self-starter with ability to multi-task and to maintain momentum




Share your updated resume at sanjana.thakur@infobeans.com",7,"The profile contains many relevant keywords like Python, Django (implied by Flask/backend work), Azure, GCP, React (from internship), HTML/CSS, and various backend technologies. The formatting is clean and standard. The main weakness for ATS would be the lack of explicit 'Django' mentions and the experience level mismatch, which might filter out the resume before a human sees it.","Piyush has strong Python and backend experience, including cloud platforms like Azure and GCP, which aligns well with the job's core requirements. However, the job explicitly asks for Django experience, which is not prominently featured in Piyush's profile, and the experience level (7+ years) is significantly higher than what Piyush's current roles suggest.",6,6
job_44,"Job Summary: Data Engineer
Data Engineer
Impetus
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Impetus




Impetus Technologies is a digital engineering company focused on delivering expert services and products to help enterprises achieve their transformation goals. We solve the analytics, AI, and cloud puzzle, enabling businesses to drive unmatched innovation and growth.

Founded in 1991, we are cloud and data engineering leaders providing solutions to fortune 100 enterprises, headquartered in Los Gatos, California, with development centers in NOIDA, Indore, Gurugram, Bengaluru, Pune, and Hyderabad with over 3000 global team members. We also have offices in Canada and collaborate with a number of established companies, including American Express, Bank of America, Capital One, Toyota, United Airlines, and Verizon.




Experience- 3-8 years




Location- Gurgaon & Bangalore




Job Description

You should have extensive production experience in GCP, Other cloud experience would be a strong bonus.

- Strong background in Data engineering 2-3 Years of exp in Big Data technologies including, Hadoop, NoSQL, Spark, Kafka etc.

- Exposure to enterprise application development is a must




Roles & Responsibilities

Able to effectively use GCP managed services e.g. Dataproc, Dataflow, pub/sub, Cloud functions, Big Query, GCS - At least 4 of these Services.
Good to have knowledge on Cloud Composer, Cloud SQL, Big Table, Cloud Function.
Strong experience in Big Data technologies  Hadoop, Sqoop, Hive and Spark including DevOPs.
Good hands on expertise on either Python or Java programming.
Good Understanding of GCP core services like Google cloud storage, Google compute engine, Cloud SQL, Cloud IAM.
Good to have knowledge on GCP services like App engine, GKE, Cloud Run, Cloud Built, Anthos.
Ability to drive the deployment of the customers workloads into GCP and provide guidance, cloud adoption model, service integrations, appropriate recommendations to overcome blockers and technical road-maps for GCP cloud implementations.
Experience with technical solutions based on industry standards using GCP - IaaS, PaaS and SaaS capabilities.
Extensive, real-world experience designing technology components for enterprise solutions and defining solution architectures and reference architectures with a focus on cloud technologies.
Act as a subject-matter expert OR developer around GCP and become a trusted advisor to multiple teams.",9,"Piyush's resume is highly ATS-friendly. It uses clear headings, bullet points, and includes many keywords directly from the job description such as 'Data Engineer', 'Python', 'Big Data', 'GCP', 'BigQuery', 'Dataproc', 'Kafka', 'Spark', 'ETL', 'Cloud', and 'REST APIs'. The formatting is clean and easy to parse.","Piyush's profile aligns very well with this Data Engineer role. He has strong experience in Python, Big Data technologies (Spark, Kafka), and cloud platforms (GCP, Azure). His work at Walmart involved designing data platforms, ETL frameworks, and migrating pipelines to cloud infrastructure, which directly maps to the job requirements.",8,8
job_42,"Job Summary: Software Engineer
Software Engineer with verification
Grid Dynamics
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Location-Bangalore

TE-4 Years and above

Location- Bangalore

Job Description:

Bachelor's degree in Computer Science, or related technical discipline. With software development experience in building large scale Bigdata platform.
Proficiency in engineering practices and writing high quality code, with expertise in Java (+python), Maven, Jenkins pipeline.
Any software development experience in database technology (SQL engines) is added advantage.

About Us:

Grid Dynamics (Nasdaq:GDYN) is a digital-native technology services provider that accelerates growth and bolsters competitive advantage for Fortune 1000 companies. Grid Dynamics provides digital transformation consulting and implementation services in omnichannel customer experience, big data analytics, search, artificial intelligence, cloud migration, and application modernization. Grid Dynamics achieves high speed-to-market, quality, and efficiency by using technology accelerators, an agile delivery culture, and its pool of global engineering talent. Founded in 2006, Grid Dynamics is headquartered in Silicon Valley with offices across the US, UK, Netherlands, Mexico, India, Central and Eastern Europe.

To learn more about Grid Dynamics, please visit www.griddynamics.com. Follow us on Facebook, Twitter, and LinkedIn.

--",8,"The resume is well-structured and uses relevant keywords like 'Big Data', 'Python', 'Cloud Platforms', 'ETL', 'REST APIs', and 'CI/CD'. While Java and Jenkins are missing, the strong presence of Python and related Big Data tools should allow it to pass initial ATS screening for this role.","Piyush has strong experience in Big Data platforms, Python development, and cloud technologies, which align well with the job description. However, the job specifically mentions Java and Jenkins, which are not prominently featured in Piyush's profile, creating a moderate gap.",7,7
job_41,"Job Summary: Software Dev Engineer I
Software Dev Engineer I
TekWissen India
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Overview: 

TekWissen is a global workforce management provider that offers strategic talent solutions to our clients throughout India and world-wide. Our client is a company operating a marketplace for consumers, sellers, and content creators. It offers merchandise and content purchased for resale from vendors and those offered by thirdparty sellers. 




Job Title: Software Dev Engineer I

Location: Bengaluru

Job Type: Contract 

Work Type: Remote




Job Description: 

The Top Responsibilities:

Critically analyze and evaluate code responses generated by our LLMs across various programming languages and paradigms
Exercise expert judgment to select the most appropriate and efficient code solutions from multiple LLM-generated options
Make informed decisions on behalf of our customers, ensuring that selected code meets industry standards, best practices, and specific client needs
Develop and write coding demonstrations to illustrate ""what good looks like"" in AI-generated code, setting benchmarks for quality and efficiency
Provide detailed feedback and explanations for your evaluations, helping to refine and improve the LLM's understanding and output
Collaborate with the AI research team to identify areas for improvement in the LLM's coding capabilities
Stay abreast of the latest developments in software engineering, coding standards, and AI to ensure our evaluations remain cutting-edge

Leadership Principles:

Bias for Action, Deliver Results

Mandatory Requirements:

Advanced degree in Computer Science, Software Engineering, or a related field
Extensive experience (1+ years) in software development across multiple programming languages and paradigms
Demonstrated ability to critically evaluate code quality, efficiency, and adherence to best practices
Strong analytical and decision-making skills, with the ability to make complex judgments under ambiguous circumstances
Excellent written and verbal communication skills, with the ability to explain technical concepts clearly
Experience in technical writing, particularly in creating coding examples or tutorials

Preferred skills:

Previous experience working with or evaluating AI systems, particularly in the context of code generation
Familiarity with a wide range of software development methodologies and architectural patterns
Understanding of machine learning concepts, particularly as they apply to natural language processing and code generation
Experience in creating or contributing to coding standards or style guides
This role requires a unique blend of technical expertise, critical thinking, and communication skills.
You will be the bridge between advanced AI technology and practical, real-world coding applications.
Your work will directly influence the development of next-generation AI coding assistants, shaping the future of software development.
If you're passionate about code quality, have a keen eye for detail, and are excited about the potential of AI in software engineering, we encourage you to apply for this pivotal role at AGI Data Services.

Education or Certification:

Graduation in CSE or IT

TekWissen Group is an equal opportunity employer supporting workforce diversity.",8,"The user's profile contains many keywords directly matching the job description, such as 'Software Developer', 'Python', 'Big Data', 'Cloud Platforms', 'ETL', 'REST APIs', 'CI/CD', 'Databricks', 'BigQuery', 'Docker', 'Kafka', 'Airflow', 'Azure', 'GCP', and 'Kubernetes'. The formatting is clean and standard, which ATS systems generally handle well. The experience level aligns with the '1+ years' requirement.","Piyush has a strong background in software development and data engineering with relevant skills like Python, PySpark, and cloud platforms. However, the job's core focus on evaluating LLM-generated code and AI systems is not explicitly demonstrated in his profile. While his technical skills are transferable, the specific domain expertise in AI code evaluation is missing.",6,6
job_39,"Job Summary: Data Engineer
Data Engineer with verification
L&T Technology Services
Bengaluru, Karnataka, India (On-site)
1 connection works here
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title: Data Engineer

Location: Bengaluru




L&T Technology Services is seeking a Data Engineer (Experience range - 9+ years) of experience, proficient in:







9+ years relevant data engineering hands on work experience- data ingestion, processing, exploratory analysis to build solutions that deliver value through data as an asset.
Data engineer build ,test and deploy data pipelines efficiently and reliably move data across systems and should be top of latest architectural trends on AZURE cloud.
Folks who understand parallel and distributed processing, storage, concurrency, fault tolerant systems.
Folks who thrive on new technologies, able to adapt and learn easily to meet the needs of next generation engineering challenges.
Technical Skills (Must-Have)
Applied experience with distributed data processing frameworks - Spark , Databricks with Python and SQL
Must have worked at least 2 end-end data analytics projects with Databricks Configuration , Unity Catalog, Delta Sharing and medallion architecture.
Applied experience with Azure Data services ADLS , Delta
Required Skills: Azure Data Lake Storage (ADLS), Advanced SQL and Python Programming, Databricks Expertise with Medallion Architecture, Data Governance and Security, 







#AzureDataEngineer, #AzureCloud, #AzureDatabricks, #AzureDataLake, #AzureSynapse, #AzureDataFactory, #AzureSQL, #Databricks, #DataEngineering, #Python, #Flask",9,"Piyush's resume is well-structured and packed with relevant keywords like 'Data Engineer', 'Python', 'PySpark', 'Databricks', 'Azure', 'BigQuery', 'Kafka', and 'Airflow'. The use of specific technologies and frameworks in his experience and skills sections will likely score highly with an ATS. The formatting appears clean and standard, which is also favorable.","Piyush has a strong background in data engineering with experience in Python, PySpark, Databricks, and Azure cloud services, which are directly relevant to the job description. However, the job explicitly requires 9+ years of experience, and Piyush's profile indicates significantly less. While his skills are a good match, the experience gap is a notable limitation.",7,7
job_43,"Job Summary: Software Engineer
Software Engineer with verification
Civica
Vadodara, Gujarat, India (Remote)
₹1.2M/yr
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

We're Civica and we make software that helps deliver critical services for citizens all around the world. From local to state government, to education, to health and care, over 5,000 public bodies across the globe use our software to help provide critical services to over 100 million citizens. 

Our aspiration is to be a GovTech champion everywhere we work around the globe, supporting the needs of citizens and those that serve them every day. Building on 21 years of continuous growth and success, we're at a pivotal point on our journey to realise that aspiration. 

As a company, we're passionate about what we do and the citizens we help to serve. If you too would like to help champion the use of technology in public services, to improve outcomes for citizens and public sector organisations, then Civica is the right place for you. We will help you unlock the best version of yourself, achieve growth in your career whilst making a real difference to people and communities. 

Why you will love this opportunity as Software Engineer at Civica 

As a Software Engineer, you'll play a crucial role in designing, writing, and maintaining testing code in line with the exciting roadmap set by our Product Management team. You'll be an essential part of the Engineering Team, participating in lively technical discussions, contributing to in-depth design reviews, and tackling interesting problem-solving challenges.

As a part of our dynamic engineering team, you will:

Analyze new requirements and perform detailed impact analysis, contributing to technical design and task breakdown.
Architect, design, and implement scalable, high-quality solutions.
Set up and maintain CI/CD pipelines, ensuring smooth deployment across Dev, Test, and Production environments.
Write clean, maintainable code and develop new features in line with business needs.
Clearly communicate technical aspects that impact requirement delivery and product functionality.
Participate in iterative development with openness to feedback and continuous improvement.
Provide third-line application support, including bug fixes aligned with agreed SLAs.
Troubleshoot, investigate, and resolve technical issues in collaboration with the Engineering Manager.
Review code, mentor peers, and advocate for Agile principles and modern development best practices.
Perform thorough unit testing and ensure appropriate test coverage.
Maintain proper code documentation, version control, and commenting for future-proof development.



Requirements



Your keys to thriving in this position:

A minimum of 3 years of relevant experience is essential.
A solid foundation in .Net development, encompassing .Net Core, C#, and Angular.
A self-driven professional who excels independently and as a vital team player.
The ability to navigate both detailed tasks and high-level concepts.
A passion for Agile methodologies and fostering a collaborative environment.
Practical experience with cloud-based applications.
A proven track record in crafting secure and high-performing software solutions.
A history of meeting deadlines with exceptional quality.



Skills We're Looking For:

Experience with .NET and .NET Framework using C# - 3+ years
Experience with .NET Web API - 3+ years
Proficiency in Databases (SQL Server) - 3+ years
Skilled in Javascript / Typescript - 3+ years
Familiarity with front-end frameworks (VueJs preferred) - 3+ years
Unit Testing experience (XUnit/NUnit/MSTest) - 2+ years
Knowledge of Docker and Kubernetes - 1+ year
Experience with Azure DevOps - Pipelines, Artifacts, Repos - 1+ year
Familiarity with Azure services (AppInsights, Storage, KeyVault, etc.) - 1+ year
Experience in E2E Testing (Playwright preferred) - 1+ year
Proficient with ORM technologies (Entity Framework/Dapper/NHibernate/ADO.Net) - 1+ year




Benefits




Why you'll love working with us 

We know that when our people are happy, they will work better and have greater work satisfaction. Here's what you can expect: 

We're all different -and we love this about us. 

We provide an inclusive,safe, and welcoming environment to all Civicans - there are heaps of opportunities to enable you to grow and be your best. 

Giving culture -we encourage you to ""give back"" with benefits such as our Days of Difference leave where you can volunteer for a charity of your choice. 

Flexible Work -Flexible work - we have the technology and tools to support you to work from home and come into our offices now and then to catch up and socialise with colleagues. 

Apply for this job - Become part of something special Do you see yourself in this role? If so, then we would love to hear from you.",2,"The ATS would likely score this resume very low due to a significant lack of keyword matches. The job description heavily emphasizes .NET, C#, Angular, SQL Server, and specific .NET frameworks, none of which are prominent in Piyush's profile. While some general terms like 'software engineer', 'cloud', and 'CI/CD' might match, the core technical requirements are missing.","Piyush's profile is heavily focused on Python, Big Data, and cloud platforms like GCP and Azure. The job description, however, explicitly requires strong .NET, C#, and Angular experience, which are not present in Piyush's profile. While he has general software engineering experience and some cloud exposure, the core technology stack mismatch makes this a poor fit.",3,2
