job_key,job_description,ats_score,ats_score_explanation,error,relevance_explanation,relevance_score,selection_chance
job_39,"Job Summary: Data Engineer
Data Engineer with verification
L&T Technology Services
Bengaluru, Karnataka, India (On-site)
1 connection works here
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Title: Data Engineer

Location: Bengaluru




L&T Technology Services is seeking a Data Engineer (Experience range - 9+ years) of experience, proficient in:







9+ years relevant data engineering hands on work experience- data ingestion, processing, exploratory analysis to build solutions that deliver value through data as an asset.
Data engineer build ,test and deploy data pipelines efficiently and reliably move data across systems and should be top of latest architectural trends on AZURE cloud.
Folks who understand parallel and distributed processing, storage, concurrency, fault tolerant systems.
Folks who thrive on new technologies, able to adapt and learn easily to meet the needs of next generation engineering challenges.
Technical Skills (Must-Have)
Applied experience with distributed data processing frameworks - Spark , Databricks with Python and SQL
Must have worked at least 2 end-end data analytics projects with Databricks Configuration , Unity Catalog, Delta Sharing and medallion architecture.
Applied experience with Azure Data services ADLS , Delta
Required Skills: Azure Data Lake Storage (ADLS), Advanced SQL and Python Programming, Databricks Expertise with Medallion Architecture, Data Governance and Security, 







#AzureDataEngineer, #AzureCloud, #AzureDatabricks, #AzureDataLake, #AzureSynapse, #AzureDataFactory, #AzureSQL, #Databricks, #DataEngineering, #Python, #Flask",3,"The resume is well-formatted and boasts a high density of relevant keywords (Python, SQL, Spark, Databricks, Azure, Data Engineer, Data Pipelines, ETL), which would typically score well for keyword matching. However, the critical '9+ years experience' requirement is a likely hard filter for most ATS systems. This discrepancy in experience would almost certainly lead to immediate disqualification, overriding the strong technical keyword alignment.",,"Piyush's technical skills (Python, SQL, Spark, Databricks, Azure, ETL, Data Lakehouse) are an excellent match for the job's technical requirements. However, the job explicitly asks for '9+ years relevant data engineering hands-on work experience,' while Piyush has approximately 2.5 years. This significant experience mismatch makes the job highly irrelevant for his current career stage, despite the strong technical alignment.",2,2
job_44,"Job Summary: Data Engineer
Data Engineer
Impetus
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Impetus




Impetus Technologies is a digital engineering company focused on delivering expert services and products to help enterprises achieve their transformation goals. We solve the analytics, AI, and cloud puzzle, enabling businesses to drive unmatched innovation and growth.

Founded in 1991, we are cloud and data engineering leaders providing solutions to fortune 100 enterprises, headquartered in Los Gatos, California, with development centers in NOIDA, Indore, Gurugram, Bengaluru, Pune, and Hyderabad with over 3000 global team members. We also have offices in Canada and collaborate with a number of established companies, including American Express, Bank of America, Capital One, Toyota, United Airlines, and Verizon.




Experience- 3-8 years




Location- Gurgaon & Bangalore




Job Description

You should have extensive production experience in GCP, Other cloud experience would be a strong bonus.

- Strong background in Data engineering 2-3 Years of exp in Big Data technologies including, Hadoop, NoSQL, Spark, Kafka etc.

- Exposure to enterprise application development is a must




Roles & Responsibilities

Able to effectively use GCP managed services e.g. Dataproc, Dataflow, pub/sub, Cloud functions, Big Query, GCS - At least 4 of these Services.
Good to have knowledge on Cloud Composer, Cloud SQL, Big Table, Cloud Function.
Strong experience in Big Data technologies  Hadoop, Sqoop, Hive and Spark including DevOPs.
Good hands on expertise on either Python or Java programming.
Good Understanding of GCP core services like Google cloud storage, Google compute engine, Cloud SQL, Cloud IAM.
Good to have knowledge on GCP services like App engine, GKE, Cloud Run, Cloud Built, Anthos.
Ability to drive the deployment of the customers workloads into GCP and provide guidance, cloud adoption model, service integrations, appropriate recommendations to overcome blockers and technical road-maps for GCP cloud implementations.
Experience with technical solutions based on industry standards using GCP - IaaS, PaaS and SaaS capabilities.
Extensive, real-world experience designing technology components for enterprise solutions and defining solution architectures and reference architectures with a focus on cloud technologies.
Act as a subject-matter expert OR developer around GCP and become a trusted advisor to multiple teams.",8,"Piyush's profile would perform very well in an ATS check due to high keyword density and excellent formatting. Key terms like 'Data Engineer', 'Python', 'GCP', 'BigQuery', 'DataProc', 'PySpark', 'Kafka', 'Airflow', 'ETL', and 'CI/CD' are prominently featured. The resume is well-structured with clear sections and quantifiable achievements, making it easy for an ATS to parse and identify relevant skills and experience, despite not explicitly mentioning every single GCP service or 'Hadoop' from the job description.",,"The job is an excellent match for Piyush's profile. His experience as a Software Engineer/Data Engineer at Walmart Global Tech aligns perfectly with the required 3-8 years of experience, strong background in data engineering, and expertise in Python, Big Data (PySpark, Kafka), and Cloud platforms (GCP, Azure). While he doesn't explicitly list all requested GCP services like Dataflow or Pub/Sub, his experience with BigQuery, DataProc, GCS, and event-driven streaming demonstrates strong relevant cloud capabilities and enterprise-level project delivery.",9,8
job_43,"Job Summary: Software Engineer
Software Engineer with verification
Civica
Vadodara, Gujarat, India (Remote)
₹1.2M/yr
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

We're Civica and we make software that helps deliver critical services for citizens all around the world. From local to state government, to education, to health and care, over 5,000 public bodies across the globe use our software to help provide critical services to over 100 million citizens. 

Our aspiration is to be a GovTech champion everywhere we work around the globe, supporting the needs of citizens and those that serve them every day. Building on 21 years of continuous growth and success, we're at a pivotal point on our journey to realise that aspiration. 

As a company, we're passionate about what we do and the citizens we help to serve. If you too would like to help champion the use of technology in public services, to improve outcomes for citizens and public sector organisations, then Civica is the right place for you. We will help you unlock the best version of yourself, achieve growth in your career whilst making a real difference to people and communities. 

Why you will love this opportunity as Software Engineer at Civica 

As a Software Engineer, you'll play a crucial role in designing, writing, and maintaining testing code in line with the exciting roadmap set by our Product Management team. You'll be an essential part of the Engineering Team, participating in lively technical discussions, contributing to in-depth design reviews, and tackling interesting problem-solving challenges.

As a part of our dynamic engineering team, you will:

Analyze new requirements and perform detailed impact analysis, contributing to technical design and task breakdown.
Architect, design, and implement scalable, high-quality solutions.
Set up and maintain CI/CD pipelines, ensuring smooth deployment across Dev, Test, and Production environments.
Write clean, maintainable code and develop new features in line with business needs.
Clearly communicate technical aspects that impact requirement delivery and product functionality.
Participate in iterative development with openness to feedback and continuous improvement.
Provide third-line application support, including bug fixes aligned with agreed SLAs.
Troubleshoot, investigate, and resolve technical issues in collaboration with the Engineering Manager.
Review code, mentor peers, and advocate for Agile principles and modern development best practices.
Perform thorough unit testing and ensure appropriate test coverage.
Maintain proper code documentation, version control, and commenting for future-proof development.



Requirements



Your keys to thriving in this position:

A minimum of 3 years of relevant experience is essential.
A solid foundation in .Net development, encompassing .Net Core, C#, and Angular.
A self-driven professional who excels independently and as a vital team player.
The ability to navigate both detailed tasks and high-level concepts.
A passion for Agile methodologies and fostering a collaborative environment.
Practical experience with cloud-based applications.
A proven track record in crafting secure and high-performing software solutions.
A history of meeting deadlines with exceptional quality.



Skills We're Looking For:

Experience with .NET and .NET Framework using C# - 3+ years
Experience with .NET Web API - 3+ years
Proficiency in Databases (SQL Server) - 3+ years
Skilled in Javascript / Typescript - 3+ years
Familiarity with front-end frameworks (VueJs preferred) - 3+ years
Unit Testing experience (XUnit/NUnit/MSTest) - 2+ years
Knowledge of Docker and Kubernetes - 1+ year
Experience with Azure DevOps - Pipelines, Artifacts, Repos - 1+ year
Familiarity with Azure services (AppInsights, Storage, KeyVault, etc.) - 1+ year
Experience in E2E Testing (Playwright preferred) - 1+ year
Proficient with ORM technologies (Entity Framework/Dapper/NHibernate/ADO.Net) - 1+ year




Benefits




Why you'll love working with us 

We know that when our people are happy, they will work better and have greater work satisfaction. Here's what you can expect: 

We're all different -and we love this about us. 

We provide an inclusive,safe, and welcoming environment to all Civicans - there are heaps of opportunities to enable you to grow and be your best. 

Giving culture -we encourage you to ""give back"" with benefits such as our Days of Difference leave where you can volunteer for a charity of your choice. 

Flexible Work -Flexible work - we have the technology and tools to support you to work from home and come into our offices now and then to catch up and socialise with colleagues. 

Apply for this job - Become part of something special Do you see yourself in this role? If so, then we would love to hear from you.",3,"While the resume is well-formatted and includes general software engineering keywords like 'Software Engineer', 'CI/CD pipelines', 'Docker', 'Kubernetes', and 'Azure', it critically lacks the explicit and essential keywords for this role, such as '.NET', 'C#', 'Angular', 'Vue.js', and 'SQL Server'. An ATS configured to filter for these core technologies and the 3-year experience minimum would likely flag this profile as a poor match, despite the presence of other relevant skills.",,"The job is primarily for a .NET/C# Software Engineer with a focus on front-end frameworks like Angular/Vue.js and SQL Server. Piyush's profile is strongly geared towards Python, Data Engineering, Big Data, and cloud platforms (PySpark, Flask, Django, PostgreSQL). There is a fundamental mismatch in the core technology stack required by the job and Piyush's expertise. Additionally, Piyush's 2 years 4 months of experience falls short of the stated 3-year minimum.",2,2
job_42,"Job Summary: Software Engineer
Software Engineer with verification
Grid Dynamics
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Location-Bangalore

TE-4 Years and above

Location- Bangalore

Job Description:

Bachelor's degree in Computer Science, or related technical discipline. With software development experience in building large scale Bigdata platform.
Proficiency in engineering practices and writing high quality code, with expertise in Java (+python), Maven, Jenkins pipeline.
Any software development experience in database technology (SQL engines) is added advantage.

About Us:

Grid Dynamics (Nasdaq:GDYN) is a digital-native technology services provider that accelerates growth and bolsters competitive advantage for Fortune 1000 companies. Grid Dynamics provides digital transformation consulting and implementation services in omnichannel customer experience, big data analytics, search, artificial intelligence, cloud migration, and application modernization. Grid Dynamics achieves high speed-to-market, quality, and efficiency by using technology accelerators, an agile delivery culture, and its pool of global engineering talent. Founded in 2006, Grid Dynamics is headquartered in Silicon Valley with offices across the US, UK, Netherlands, Mexico, India, Central and Eastern Europe.

To learn more about Grid Dynamics, please visit www.griddynamics.com. Follow us on Facebook, Twitter, and LinkedIn.

--",5,"The ATS would identify strong keyword matches for 'Software Engineer,' 'Big Data,' 'Python,' and 'SQL.' However, the complete absence of 'Java' and specific tools like 'Maven' and 'Jenkins,' coupled with the profile's ~2.5 years of experience falling short of the '4 years and above' requirement, would significantly lower its score and likely flag it for disqualification.",,"The job's core requirements for 4+ years of experience and Java expertise are significant mismatches with the user's profile, which shows ~2.5 years of full-time experience and no Java. While there's a strong alignment in Big Data, Python, and SQL skills, these critical gaps make the overall fit poor for the stated requirements.",4,4
job_41,"Job Summary: Software Dev Engineer I
Software Dev Engineer I
TekWissen India
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Overview: 

TekWissen is a global workforce management provider that offers strategic talent solutions to our clients throughout India and world-wide. Our client is a company operating a marketplace for consumers, sellers, and content creators. It offers merchandise and content purchased for resale from vendors and those offered by thirdparty sellers. 




Job Title: Software Dev Engineer I

Location: Bengaluru

Job Type: Contract 

Work Type: Remote




Job Description: 

The Top Responsibilities:

Critically analyze and evaluate code responses generated by our LLMs across various programming languages and paradigms
Exercise expert judgment to select the most appropriate and efficient code solutions from multiple LLM-generated options
Make informed decisions on behalf of our customers, ensuring that selected code meets industry standards, best practices, and specific client needs
Develop and write coding demonstrations to illustrate ""what good looks like"" in AI-generated code, setting benchmarks for quality and efficiency
Provide detailed feedback and explanations for your evaluations, helping to refine and improve the LLM's understanding and output
Collaborate with the AI research team to identify areas for improvement in the LLM's coding capabilities
Stay abreast of the latest developments in software engineering, coding standards, and AI to ensure our evaluations remain cutting-edge

Leadership Principles:

Bias for Action, Deliver Results

Mandatory Requirements:

Advanced degree in Computer Science, Software Engineering, or a related field
Extensive experience (1+ years) in software development across multiple programming languages and paradigms
Demonstrated ability to critically evaluate code quality, efficiency, and adherence to best practices
Strong analytical and decision-making skills, with the ability to make complex judgments under ambiguous circumstances
Excellent written and verbal communication skills, with the ability to explain technical concepts clearly
Experience in technical writing, particularly in creating coding examples or tutorials

Preferred skills:

Previous experience working with or evaluating AI systems, particularly in the context of code generation
Familiarity with a wide range of software development methodologies and architectural patterns
Understanding of machine learning concepts, particularly as they apply to natural language processing and code generation
Experience in creating or contributing to coding standards or style guides
This role requires a unique blend of technical expertise, critical thinking, and communication skills.
You will be the bridge between advanced AI technology and practical, real-world coding applications.
Your work will directly influence the development of next-generation AI coding assistants, shaping the future of software development.
If you're passionate about code quality, have a keen eye for detail, and are excited about the potential of AI in software engineering, we encourage you to apply for this pivotal role at AGI Data Services.

Education or Certification:

Graduation in CSE or IT

TekWissen Group is an equal opportunity employer supporting workforce diversity.",4,"While the user's profile is well-formatted and contains numerous strong keywords related to general software development, programming languages (Python, SQL), and cloud technologies, the mandatory 'advanced degree' requirement is a critical mismatch that an ATS would likely filter out immediately. Additionally, specific keywords like 'LLMs', 'code generation', and explicit 'technical writing' experience are less prominent or absent, which could lower the keyword match score for the core responsibilities despite the user's strong overall profile.",,"The user possesses strong general software development skills, extensive experience (3+ years at Walmart Global Tech), and a solid technical stack that aligns with foundational software engineering roles. However, the job's core focus on critically evaluating LLM-generated code is a niche not directly covered by the user's primary experience in building data platforms and services. Furthermore, the 'Software Dev Engineer I' title is a significant downgrade from the user's current 'Software Engineer III', and the 'advanced degree' requirement is a direct mismatch.",5,4
job_40,"Job Summary: Software Engineer (Backend / AI)
Software Engineer (Backend / AI)
Raven
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

About Us

Raven is a YC-backed startup (S22) building AI assistants for manufacturing plants. Were taking decades of manufacturing expertise and combining it with AI to solve real operational problems. Backed by top VCs, were a small, focused team working to make industrial operations safer, smarter, and more efficient. Were based in Bangalore, building for teams that work in some of the toughest environments.




What Youll Work On

This is a core technical role focused on building AI-native applications and agents for manufacturing workflows. Youll:

Build Python/Go backend services that integrate tightly with AI systems.
Help improve multi-modal pipeline infrastructure that handle P&IDs, SOPs, sensor data, and technical documents.
Build agent memory systems using knowledge graphs and event timelines.
Architect AI orchestration layers for decision making workflows from structured/unstructured plant data.
Rapidly prototype new AI workflows and deploy in real-world plant environments.




Who Were Looking For

24+ years experience building production systems.
Strong Python/Go skills, familiar with LLMs, embeddings, vector stores.
Interest in owning problems and figuring out solutions
Deep interest in owning problems end-to-endfrom exploring the solution space to deploying working systems in production.
Comfortable working in ambiguity, iterating fast, and shipping real-world value.

Bonus: Youve worked in a startup before and are comfortable wearing multiple hats.




Why Join Us 

Were not just building one-off toolswere building core systems that empower plant teams to make faster, safer decisions. This is about creating systems that process complex, scattered information and make it accessible in seconds.




Heres what we offer:

Impact: Be one of the first hires and shape the product, culture, and direction of the company. Ownership: Were offering 0.1-1% equity because this should feel like your company too.

Focus: This is a chance to work on deep, meaningful problems that directly affect real-world outcomes in safety and efficiency.




We believe in working together in person, especially at this stage of the company. Fast iteration and collaboration matter, and being in the room together makes a difference.",7,"Piyush's resume is exceptionally well-formatted, uses clear bullet points, and includes numerous quantifiable achievements, which are highly ATS-friendly. It contains a strong density of relevant keywords for backend development, data engineering, cloud platforms (Python, Kafka, Airflow, PySpark, BigQuery, Azure, GCP, Docker, Kubernetes). However, the ATS might flag the absence of specific, modern AI/ML keywords like 'LLMs,' 'embeddings,' 'vector stores,' and 'knowledge graphs,' which are heavily emphasized in the job description, potentially lowering its score despite strong foundational skills.",,"Piyush is a strong backend and data engineer with excellent experience in building scalable data platforms, ETL, and web services using Python and cloud technologies, which aligns well with the 'backend' and 'pipeline infrastructure' aspects of the role. However, the job has a very strong emphasis on 'AI-native applications,' 'LLMs, embeddings, vector stores,' and 'AI orchestration,' areas where Piyush's profile lacks recent, production-level experience. The absence of Go language skills and direct startup/manufacturing domain experience are also minor gaps.",6,6
job_46,"Job Summary: Python Developer
Python Developer
DBiz.ai
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Introduction:

Digital Biz Solutions Pty Ltd is a digital innovation company trusted by enterprise clients to deliver robust data engineering and AI-driven solutions. We are looking for a Python Data Engineer to join a growing team working on high-impact data transformation and analytics projects across industries.




Role Overview:

As a Python Data Engineer, you will be responsible for building and maintaining scalable, reliable data pipelines using Python and orchestration tools such as Mage.AI or Airflow. You will contribute to data ingestion, transformation, warehousing, and cloud-based deployment.




Location: Bengaluru/Kochi




Required Skills:

o Proven experience as a Python Developer with a strong focus on data engineering.

o Proficiency in Mage.AI/airflow/any similar data pipeline orchestration and workflow management

o Solid understanding of ETL processes and data warehousing concepts and modelling techniques

o Experience with connecting to and managing data in data warehouses like PostgreSQL, AWS Redshift, or similar.

o Familiarity with data ingestion from various sources (APIs, databases, files).

o Strong problem-solving and analytical skills.

o Excellent communication and collaboration abilities.

o Bachelor's degree in Computer Science, Engineering, or a related field, or equivalent practical experience.




Preferred Qualifications:

o Experience with deploying data pipelines in cloud environments (e.g., AWS EMR, Kubernetes).

o Hands-on experience with PySpark's machine learning libraries (Spark MLlib).

o Knowledge of real-time data processing and stream analytics.

o Familiarity with other data engineering tools and technologies.

o Contributions to open-source data projects.

o experience with PySpark for big data processing, transformation, and analytics.




Life at Dbiz:

Competitive salary and attractive benefits
Dynamic and innovative work environment
Opportunities for personal growth and development
Engaging and collaborative company culture",9,"The user's profile is highly optimized for an ATS. It contains a high density of relevant keywords such as 'Python,' 'Data Engineer,' 'Airflow,' 'ETL,' 'PySpark,' 'PostgreSQL,' and 'Cloud,' which are prominently featured in skills and experience sections. The clear, structured formatting with bullet points and quantifiable achievements ensures easy parsing and high keyword matching by automated systems, leading to a strong ATS performance.",,"This job is an excellent match for the user's profile. Their extensive experience as a Software Developer and Data Engineer at Walmart, coupled with strong proficiency in Python, Airflow, ETL, Big Data, and cloud platforms like Azure/GCP, directly aligns with nearly all required and many preferred qualifications. The role title and core responsibilities perfectly fit their expertise, making this a highly relevant opportunity.",9,9
job_49,"Job Summary: Machine Learning Engineer
Machine Learning Engineer with verification
HCLSoftware
Bengaluru, Karnataka, India (Hybrid)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Company Description

HCL Software is a division of HCL Technologies (HCL) that operates its primary software

business. It develops, markets, sells, and supports over 20 product families in the areas of

DevOps, Security, Automation, Digital Solutions, Data Management, Marketing and Commerce,

and Mainframes. Its mission is to drive ultimate customer success with their IT investments

through relentless innovation of its products.




Job Title: Senior Machine learning engineer /Lead Machine Learning Engineer




Location: India (Bangalore)




Experience required-

4 to 7 years
10 to 13 years




Responsibilities:







About the Role

We are seeking a highly skilled and experienced Lead Machine Learning Engineer to join our dynamic team supporting a fast-growing e-commerce platform. In this role, you will lead the development and deployment of intelligent systems that enhance user experience, optimize operations, and drive business growth. You will work closely with cross-functional teams to build scalable ML solutions, leveraging modern agentic frameworks and cloud-native technologies.




We are seeking an experienced and innovative Lead Machine Learning Engineer to join our team supporting a fast-growing e-commerce platform. In this role, you will lead the design, development, and deployment of machine learning solutions that drive business value. You will collaborate with fellow engineers, cloud architects, and product teams to deliver scalable ML systems in production, mentor team members, and help define best practices for the organization.




Key Responsibilities

Lead the end-to-end development and deployment of AI applications, from data exploration and feature engineering to model training, evaluation, and productionization.
Architect and implement scalable ML pipelines and infrastructure in cloud and on-prem environments.
Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions.
Break down complex implementations into executable tasks for junior engineers, enabling timely implementation of new platform features.
Guide and mentor a team of ML engineers, fostering a culture of technical excellence and continuous learning.
Ensure best practices in code quality, testing, version control, and model monitoring.
Evaluate and recommend new tools, frameworks, and technologies to improve ML workflows.
Communicate technical concepts and project status to stakeholders at all levels.
Stay current with the latest research and advancements in machine learning and AI.




Required Qualifications

experience in AI/ML model development and deployment using Python.
Proven experience designing, deploying, and maintaining several AI applications in a production environment.
Proven experience delegating & overseeing task work supporting complex AI implementations.
Proficiency with cloud platforms (AWS, Azure, GCP) and ML services (e.g., SageMaker, Vertex AI, Azure ML).
Experience deploying production Agentic and/or Gen AI applications on a cloud platform.
Experience with data engineering, ETL pipelines, and big data tools (e.g., Spark, Hadoop).
Familiarity with MLOps practices, CI/CD, and model monitoring.
Excellent leadership, communication, and collaboration skills.




Preferred Qualifications

Experience with Azure cloud services (e.g., Azure Blob Storage, Cosmos DB)
Experience with Databricks, Spark, Spark Streaming
Experience working with ecommerce data
Experience with traditional Python ML frameworks (e.g. Tensorflow, XGBoost, Scikit, etc.)
Experience with Orchestration frameworks (e.g. Dagster)
Experience writing & maintaining cloud deployment pipelines",7,"The profile is well-formatted and contains a high density of relevant keywords such as 'Python', 'ETL', 'Big Data', 'Cloud Platforms' (Azure, GCP), 'PySpark', 'Databricks', 'Kafka', 'Airflow', and 'CI/CD'. It also explicitly mentions 'TensorFlow' and 'Deep Learning' from a project. However, the ATS might note the absence of 'Machine Learning Engineer' in his job titles and fewer explicit mentions of 'ML model development', 'productionization of ML models', or specific ML services (e.g., Sagemaker, Vertex AI, Azure ML) as primary responsibilities within his professional experience, which could slightly lower its ranking for a dedicated ML role.",,"Piyush possesses strong foundational skills in data engineering, big data, distributed computing, and cloud platforms (Azure, GCP, Databricks, PySpark), which are highly relevant to an ML Engineer role. However, his work experience primarily emphasizes data infrastructure and ETL, with less explicit focus on leading end-to-end ML model development, deployment, and MLOps practices at scale. Additionally, his professional experience level (approx. 2.5 years) is below the stated 4-7 years for a Senior/Lead role.",6,6
job_45,"Job Summary: GenAI Sofware Engineer
GenAI Sofware Engineer with verification
NielsenIQ
Pune/Pimpri-Chinchwad Area (Remote)
1 connection works here
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Job Description

About the Role Youll be a key contributor on our AI Engineering team, building and maintaining the production-grade microservices and APIs that power our GenAI productschatbots, document pipelines, retrieval endpoints, and embedding search. Your primary focus will be delivering clean, well-tested code; robust API designs; and reliable CI/CD processes.

Core Responsibilities


 API & Service Development
Design and implement RESTful (and optionally gRPC) Python services using FastAPI, Flask, or Django
Define clear API contracts (e.g. OpenAPI/Swagger) and maintain semantic versioning
 Production-Grade Code Quality
Apply SOLID principles and clean-code practices to keep services modular and maintainable
Perform regular refactoring to reduce technical debt and adhere to style guides (flake8, black)
Drive thorough code reviews, enforcing best practices and design consistency
 Testing & Validation
Adopt test-driven development: write and maintain unit, integration, and end-to-end tests with pytest
Mock external dependencies (LLM clients, vector stores) to validate error handling and edge cases
Ensure high test coverage and set up automated quality gates in CI pipelines
 CI/CD & Deployment
Build and maintain CI/CD pipelines (GitHub Actions, Jenkins, or GitLab CI) that run tests, linting, security scans, and deployments
Containerize services with Docker and deploy to Kubernetes (or serverless) environments
Automate release/versioning workflows and rollback strategies for low-risk releases
 Collaboration & Documentation
Partner with MLOps, Data Science, and UX/UI teams to integrate new model capabilities
Maintain up-to-date design docs, API specs, and getting started guides for engineering peers
Contribute to sprint planning, design reviews, and process improvements


Required Qualifications


 Experience: 35 years building production Python services
 Frameworks:
FastAPI, Flask, or Django for API development
Asynchronous frameworks (AsyncIO, aiohttp) for high-concurrency endpoints
 APIs & Protocols: Strong REST experience; basic gRPC or streaming is a plus
 Testing: Proven TDD with pytest (unit/integration tests and mocks)
 CI/CD: Hands-on with GitHub Actions, Jenkins, GitLab CI, or equivalent
 Containers & Orchestration: Proficiency with Docker; experience deploying to Kubernetes or serverless


Nice-to-Have & Growth Areas


 Familiarity with vector stores (Faiss, Pinecone, Weaviate) and embedding search integration
 Experience with WebSockets or SSE for real-time chat
 Exposure to message brokers (Kafka, RabbitMQ) for event-driven architectures
 Knowledge of feature-flagging, A/B testing, or experimentation platforms
 Experience in other languages like Java, C++


Soft Skills


 Problem Solver: Diagnoses and debugs complex issues across code, infra, and external services
 Communicator: Explains design trade-offs clearly to both technical and non-technical audiences
 Collaborator: Works effectively in cross-functional teams and helps peers level up
 Learner: Quickly adopts new tools and practices in the fast-moving GenAI landscape


Additional Information

Our Benefits


Flexible working environment
Volunteer time off
LinkedIn Learning
Employee-Assistance-Program (EAP)


About NIQ

NIQ is the worlds leading consumer intelligence company, delivering the most complete understanding of consumer buying behavior and revealing new pathways to growth. In 2023, NIQ combined with GfK, bringing together the two industry leaders with unparalleled global reach. With a holistic retail read and the most comprehensive consumer insightsdelivered with advanced analytics through state-of-the-art platformsNIQ delivers the Full View. NIQ is an Advent International portfolio company with operations in 100+ markets, covering more than 90% of the worlds population.

For more information, visit NIQ.com

Want to keep up with our latest updates?

Follow us on: LinkedIn | Instagram | Twitter | Facebook

Our commitment to Diversity, Equity, and Inclusion

NIQ is committed to reflecting the diversity of the clients, communities, and markets we measure within our own workforce. We exist to count everyone and are on a mission to systematically embed inclusion and diversity into all aspects of our workforce, measurement, and products. We enthusiastically invite candidates who share that mission to join us. We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class. Our global non-discrimination policy covers these protected classes in every market in which we do business worldwide. Learn more about how we are driving diversity and inclusion in everything we do by visiting the NIQ News Center: https://nielseniq.com/global/en/news-center/diversity-inclusion",8,"The user's profile would perform very well in an ATS scan due to its excellent keyword density and clear, standard formatting. It contains direct matches for almost all key technical requirements, including Python, Flask, Django, REST APIs, CI/CD, Docker, Kubernetes, Pytest, Kafka, Airflow, PySpark, and various cloud platforms. The quantified achievements and structured work experience also enhance ATS parsing and matching. While it doesn't explicitly mention 'GenAI' or specific GenAI-related libraries, the foundational software engineering keywords are abundant and highly relevant.",,"The user's profile is a strong match for the core software engineering aspects of the role, particularly in Python development, API design, CI/CD, Docker, Kubernetes, and building scalable, production-grade services. His experience with distributed computing, big data, and event-driven systems aligns well with the job's focus on robust backend services. The primary gap is the explicit GenAI domain experience (LLMs, vector stores) and the slight mismatch in the requested 3-5 years of experience versus his ~2.5 years, though his IIT background and Walmart experience are highly valuable.",7,7
job_47,"Job Summary: Back End Developer
Back End Developer
Asymmetric Labs
Bengaluru, Karnataka, India (On-site)
Actively reviewing applicants
Viewed
Promoted
Easy Apply 

 Job Details: About the job

Company Description




Asymmetric Labs is an AI-first, new-age ed-tech company based in Bengaluru. We focus on outcomes such as ranks, jobs, and career progression. Despite being in stealth mode, we are already backed by some of the industry's best investors and advisors.




Role: Back-end Developer (1.5-4 years of experience)

Location: Bengaluru(On-site)

Type: Full-time




About the Role




Were looking for a backend-focused developer whos just starting out but already thinks critically about system design, clean code, and long-term scalability. You'll be part of a lean, fast-moving team, responsible for building and maintaining the APIs and backend services that power our platform.

This is a high-ownership role ideal for someone who thrives in a fast-paced startup environment and is eager to grow into a world-class engineer.




What You'll Do




Develop and maintain scalable backend services and APIs
Work with MongoDB and other data stores (NoSQL/SQL)
Optimize performance and reliability at scale
Contribute to code reviews and system architecture decisions
Collaborate with the tech team in short feedback loops to ship, learn, and iterate quickly










What We're Looking For




1.5- 4 

Years of backend development experience
Proficiency in Python (preferably Django or Flask)
Understanding of API design and backend architecture principles
Familiarity with MongoDB or similar databases
Interest in cloud platforms (AWS), CI/CD workflows, and deployment tooling
Obsession with clean, maintainable code and modular design
A ""tech purist"" mindset  you enjoy building things the right way, not just the fastest way
Exposure to early-stage startups, open-source contributions, or serious side projects
Bachelors degree in CS/Engineering or equivalent self-taught experience










Why Join Us




Collaborate closely with a sharp, hands-on founding team
Tackle meaningful problems in learning, careers, and education
Shape critical backend systems from the ground up
Fast growth and high autonomy in a builder-first environment










If youre serious about systems, love clean architecture, and want to build from first principles, lets talk.",9,"Piyush's profile is highly ATS-friendly. It features clear headings, bullet points, and quantifiable achievements. There's a high density of keywords directly matching the job description, such as 'Python,' 'Flask,' 'Django,' 'REST APIs,' 'system design,' 'CI/CD pipelines,' 'cloud platforms,' and 'code reviews.' The only minor gaps are the explicit mention of 'MongoDB' and 'AWS,' but his comprehensive experience with other databases and cloud providers would still score very well.",,"This is an exceptionally strong match. Piyush's 2.5 years of experience perfectly align with the 1.5-4 years required. His extensive background in Python, Flask/Django, API development, system design, CI/CD, and cloud platforms directly addresses nearly all key requirements. While explicit MongoDB experience isn't listed, his broad database knowledge and strong engineering background from IIT (BHU) make him highly suitable.",9,9
